"id","nama_produk","brand_produk","harga_retail","link_gambar","harga_original","diskon"
946,"adidas Sambae atmos Pink Denim (Women's)","Adidas",2400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMzI5Mi9lMjZkYjBkOWRlYjY0ZmNiYTkwNjgwZTM4MmRmZTQ5ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
947,"Nike Dunk Low Twist University Blue (Women's)","Nike",1350000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNTE2L2JjYjk5NjVlNDBiOTExNDY2NzAyMzVkYTk2NmMyNTdkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1549000.0,12.85
948,"Nike Dunk Low Bacon (Women's)","Nike",1180000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNTQ2L2U4MTc3ZGUxZDEzZTRmOGQxNWY3ODk4YzkxOGVlNTM0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1549000.0,23.82
949,"Nike Air Force 1 Low '07 SEJust Do It Triple White (Women's)","Nike",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNzU4LzBmODc3ZmFmMzg5YzA0MWM0NTExODI0NGNhMWFmZDE2LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1910000.0,21.47
950,"Air Jordan 1 Mid SE Valentine's Day Flowers (Women's)","Air Jordan",1420000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU4MjM0LzUyNWU1NTdkOGI5Zjk5MDg5Yzc4M2I2NjBkODBmOGNkLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2227500.0,36.25
951,"Nike Wmns Legend Essential 3 Next Nature 'Black White'","Nike",400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg3NjA0LzFiMzM2ZmVjNDgzZGMxNzgyNTE0YmM4ZTJkNzM4ODRmLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
952,"Adidas Gazelle X Ordinary People Bold City Of Seoul Pack White (Women's)","Adidas",1300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNjk1OS9iNzQ3MzBmMjFkZjE5NGY0Y2I1YWEyY2ViZDI2Zjk4Yy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
953,"Adidas Gazelle Bold Black White (Women's)","Adidas",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc0ODk0L2U5YWMyNDE0Y2ZhYWNlODg5OTgyMDM2NjE5NGQxMTBkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
954,"Air Jordan 1 Low Black Dark Powder Blue (Women's)","Air Jordan",1000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM1ODg3L2NkN2I3ZjJjN2I5ZWM1MWNmNmFlOWU5NDZjOTlkNDA4LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1980000.0,49.49
955,"Nike LD-1000 Summit White Black (Women's)","Nike",1150000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNDkzMS83ZDc2ZjFlNDI1NDJhMmE1NzcyM2ZhNTVlMjlkNDYzNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,30.3
956,"Nike Court Vision Alta White Pink Oxford (Women's)","Nike",700000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzg0Ny8wNTlmZGY4MTBjYWJjNjQ4NGE0ZjQwN2I2ZjdmYjhmZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
957,"Nike LD-1000 University Red Metallic (Women's)","Nike",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNTc2OC9jMzNjYTNhNDlmMTc5ZDk4ZDA4MDFkYWM2NDRkZWQzNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,51.52
958,"Nike Dunk Low Retro Sun Club Burn Sunrise (Women's)","Nike",900000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM2ODkzLzcwZTMyNGQ4NWFmODM2NDNlMzlhOTM3MWNlZGFiNDQ5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1549000.0,41.9
959,"Adidas Gazelle Indoor X Hello Kitty White Red Core Black (Women's)","Adidas",2130000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMjg2MC9jZjMyZDk0YWJjMzgxNzFjY2Q4MmUwZDEyMGVkOTdlYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
1038,"Nike Zoom Double Stacked Cyber (Women's)","Nike",7330000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg4MDk2LzExNTlkOGI3Y2ViNzRjMmI0NGQ5ZWNhODdmYjg4NjU4LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
960,"Adidas Gazelle Bold Wonder Quartz Black Gum (Women's)","Adidas",1150000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk1NzM0LzAyNjM1ZTFiNTRkMmIzYzQ4ZDJhZmNkMWNlZjUxMTI4LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1980000.0,41.92
961,"Converse Chuck 70 High De Luxe Heel Egret (Women's)","Converse",1050000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczMTg3LzdlMjczNmIwNjRhMmNhYjc3MGM0N2EzNGJlMjcwNDQxLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
962,"Air Jordan 1 Mid Panda (Women's)","Air Jordan",1450000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY1MzEyL2MxNmUzN2VmMWQyNzRjZjgzZjgwY2ZlOGQ1Njk1ZGIyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2062500.0,29.7
963,"Air Jordan 1 Low Blue Whisper (Women's)","Air Jordan",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk1NTE5L2YyZmZlYmMxMTg2MjkyMTY1ZTliYTU3OTVhMGU4ODEyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1897500.0,20.95
964,"Adidas Samba OG Carbon (Women's)","Adidas",1670000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTgxNy9kZjQwMGZiOGU1YzdkZDY1NzE4MGI1M2UwY2UyNjBiOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
965,"Adidas Samba OG Silver Green (Women's)","Adidas",2010000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMzY2NS81YmRiNGJlYjFjYjA4ODY5ZDI1NGYxYWVjNTQxMTVmNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
966,"Air Jordan 5 Retro Earth (Women's)","Air Jordan",1650000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMDk5Ni81YTE5ZjFhNzkzMmY3OTM5NmE4Zjk3ODFjOGZmNGE2Mi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",3300000.0,50.0
967,"Nike Initiator Sail Game Royal (Women's)","Nike",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExNDk2NC81YWU2YzBmNjc4ZTEyZDFhZGIxZDQ0ODQzM2EyNDkxNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
968,"Nike LD-1000 Royal Tint Summit White Gum Light Brown Soft Yellow (Women's)","Nike",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTc1My9jYWQyNWE4MGU2NWU2MzQ0MDM3NGYyYzUyMzE2OGEwOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
969,"Air Jordan 1 High OG Varsity Red (Women's)","Air Jordan",1450000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMTM3OS8yOTNmYTk2YjIwYzBhMjI4YmFmZDkzNWRlYzYyYWY5YS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2970000.0,51.18
970,"Adidas Samba OG Better Scarlet (Women's)","Adidas",2750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExODI0MC85ZDA3YjY1ODlhOWNhZDRlYTdiNWJlZjFmMzIxMzhhZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
971,"New Balance 574 Shadow Grey Leopard (Women's)","New Balance",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU2NjE4LzExNWIzYjg3NjViY2JhMjljZjVjNjc1NmM5YzZjMjc1LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
972,"Nike Air Force 1 Low '07 LX Bling (Women's)","Nike",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNjkyLzIyN2IwOTgzYTUzOGE3ZGY5M2RiMzczMmZjYzQyNWQ5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
973,"Adidas Ultraboost Light Black Yellow (Women's)","Adidas",1650000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNDI3NC81MzIwMjIxOTJkZDMyNDFhZTE2ZDdiZmIxMTg0MzY1Yy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
974,"New Balance Fresh Foam Arishi V3 Light Purple (Women's)","New Balance",650000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzU5MjE0LzI4ZDU2ZWE0MDQwMDU4NTg4MTZkMWYwZGU0YmJlODdhLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
975,"Nike Air Max 90 Baroque Brown (Women's)","Nike",1950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzkwNjU1LzY4YzEyN2RjYWJlZmE3NDU1ZTdkZjIyYjExYTg3MGI3LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
976,"Reebok Club C Geo Mid Chalk Moonstone (Women's)","Reebok",1400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwOTk2OC9mNWY2Y2MyZTI1OWQyOGE2YzFlNzU3ZmRlY2E5ZmU3ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
977,"Nike Zoom Terra Kiger 5 Off-White Black (Women's)","Nike",2590000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM4MzUvYTNjMmRhMDg2NTUzOTJhM2NlOTJkYmY3YzljNzZhOTQucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjo0MDB9fX0=",2970000.0,12.79
978,"Converse Chuck Taylor All Star Lift Platform Tortoise (Women's)","Converse",1300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc2NTQzLzA1MzllZTcyZGU3ZDllMTM3ZjA4MzExM2YzOTFmMTcwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
979,"Nike Air Max SC Wolf Grey University Blue (Women's)","Nike",1100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc2OTUxL2U1NDNhY2RiYWMxNTllZDllODg5N2U3ZDQ5OGFjZDU5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
980,"Converse Chuck Taylor All Star 70 OX Low White Orange (Women's)","Converse",630000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNDkyOS8wNGRmNjZmMWYzZjlmOTE4ZGJhZDVkNTVlZDEzNWNlYS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
981,"New Balance 237 Slate Grey (Women's)","New Balance",740000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNDcyMi8yY2YzMDVhMWE0YTk4NmJjOGZmMWVmYmIwZmUxNzE1MC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
982,"Reebok Court Advance Chalk Digital Gleam (Women's)","Reebok",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MDczNy9hYjk0ODZhZmUzNGEyNGEyODk4OTc0N2FlYzU1MmY2Ny5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
983,"ASICS Trabuco Max 2 Midnight Papaya (Women's)","ASICS",2640000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMjM1MS8xZTIyMzliYzNhNGE4YTE1ODU0ZTY1YjA3OTUzMzE1Yi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
984,"Adidas Avryn Chalk White (Women's)","Adidas",1350000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzYxOTU5LzgwZWQ1MjY1OWI1ODU0NzA5NjkxODM5Zjc0NDNjMGFkLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
985,"Adidas Samba LT Distressed Pack Cream White (Women's)","Adidas",1660000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNDQ5NC80NTM1MmVlMjQwYjRiNTg5YzI5YzMxYzVhOTFkZDM4MS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1980000.0,16.16
986,"Adidas Falcon Crystal White Collegiate Navy (Women's)","Adidas",1700000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI5ODgvYzYwOGYyMTAtNDZmMS00OGQ1LWIzODgtZjg4MzRjZGUxZjA3LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
987,"Adidas Adilette 22 Wonder Clay (Women's)","Adidas",400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY4NDc2L2U0MzNmZGQyN2Q4MTdmNDJmZjdhNWE2ZmJiMTFlMzYzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
988,"Air Jordan Flight Court Varsity Red (Women's)","Air Jordan",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjE4NC84Mzg5MzQ2YzkwMTE0M2QyZmRhZmY4MTNlNjdiNTYyNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
989,"Nike React Art3mis SE Iridescent Pixel Swoosh (Women's)","Nike",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg2NzE3LzIxOWUxZjJmMDYwNGM0ZWM3OGVmYTA3YjdjM2NhOGY0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
990,"Cloud 5 Undyed White Creek (Women's)","ON Running",3820000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwOTM4Ni8zMzEyNDgxMmUxYzg2NzQ2NWVmOTU2YTEwZmQ4YjhmZC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
991,"Nike Air More Uptempo White University Red (Women's)","Nike",3710000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNDcyNS81MDQ3YzMxNGExODY2Mjk4OWIxNzcyZDg2OGNiNmI2Ny5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
992,"Nike Pegasus Trail 3 Gore-Tex Seafoam (Women's)","Nike",3630000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg2Njk5L2M3N2NiN2UyZTliZjg4MmNlNTNmZjA0ZWM2Y2UwODAwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
993,"Converse Chuck Taylor All-Star Hi Hello Kitty (Women's)","Converse",3690000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY2OTA3LzNiZjNlZDY4NzlmMDlmZjI1ZjFkNzEzNjM0MDNlYTNmLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
994,"New Balance DynaSoft Nitrel v4 Black Purple (Women's)","New Balance",1660000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk5NzQwLzAxYWI2YWFmMGQ5OGQzM2Y1MDZkZDY4NTNjYmQ2NzE2LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
995,"Nike Cortez 23 Premium Triple White (Women's)","Nike",2870000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk4MjY5LzY0OWNiYjRiYWU2OWNmMTc3ZGU3NmUyMzExNmMzMzZiLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
996,"On The Roger Pro 2 Clay White Flame (Women's)","ON Running",5440000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwOTQxOC9mZmFlMjI5ZDQ4ZDI4OGZiN2Q5OGUxNzhiMjVhNTNiZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
997,"On Running Cloudmonster Cloud Aurora (Women's)","ON Running",4400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc4NzkzLzVjNDg4ZjUyN2E3YTJjNzAzNjgxZmM5MzRhZjAxZDU0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
998,"New Balance 327 Beige Cyan Black (Women's)","New Balance",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc5MDEyLzVkMDZkY2NiNGQwOGZhYzQzMjU1NmIwOGM4NDQ4NzlhLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
999,"Converse Chuck 70 De Luxe Heel High Obsidian (Women's)","Converse",2490000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExODYzNy9iMjYxZGExMzc1ZWU3YTg0MGFkYjJiOGI5NTZiOWFhYy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
1000,"ASICS Gel-1130 Baby Lavender Pure Silver (Women's)","ASICS",1600000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzMyMC8yOWEzNGI3MzE4MzBlOWViYTBmOTkwZTcyNzJjMDVmOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1815000.0,11.85
1001,"Nike Air Max 1 Guava Ice (Women's)","Nike",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMzcwMi9iNzc4YjJjYzRkYzhlZWQxZjBhNGVkYjgxYWU5MTA3Yi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
1002,"ASICS Hakaone Ekiden x Novablast 4 White Sunrise Red (Women's)","ASICS",2140000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwMTc2Mi9mNzQ1ZDcyOTRjMmMxNzBmZTcwNDk5MDMzOWNiYjczMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
1003,"Air Jordan 1 Mid White Snakeskin (Women's)","Air Jordan",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMTU4LzAxZTdmZWIyNmExOTQzZjgxZGM1OTY3Njg2MDQzNzMwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,47.66
1004,"Nike Court Vision Low SE White Leopard Swoosh (Women's)","Nike",1000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MDUzNS82ZDI5N2I1OThhZjRlZDlkOGEzYTVmMDk4NzU3NzU1Mi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1320000.0,24.24
1005,"Nike Air Force 1 Low Mini Jewel White Gorge Green (Women's)","Nike",1350000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MTk4NS84NzUyOGI4YWU2MzU0YmYyYzgxZWQwZWQyZDBiMDg2ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1980000.0,31.82
