"id","nama_produk","brand_produk","harga_retail","link_gambar","harga_original","diskon"
209,"Nike Shox TL Sail (Women's)","Nike",1550000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzOTU2NC9kYmFlZGMyZWYxZGRjNTM1ZmRiY2RkNGE3ZTAxMzY2Mi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2805000.0,44.74
210,"Adidas Adizero Evo SL Powder Plum Zero Metalic (Women's)","Adidas",2800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NTc2OC83ZTA3MzA1YmYyYjY2NmM4NjBmNDZkZDg0Y2E5Mzg0ZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
211,"Nike Dunk Low Disrupt 2 Hyper Royal (Women's)","Nike",500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMxMjQzL2FlMTIyNzNlMjMxOTI3YTQ1ZDM5YTU1YzZmZDk2MTg2LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1549000.0,67.72
212,"Adidas Handball Spezial Loafer Maroon Gum (Women's)","Adidas",3100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NDQ0Mi9hZTA0N2I3NWM3YWQ4M2YxY2JmYWQ1YmYyOTQyODc2NC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
213,"Nike Dunk High Panda (2021) (Women's)","Nike",1050000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzIyNzEzLzAwNjQxMmQ3YjMxYmNhN2YyMDQ3NmYwM2Q3ZmI5OGIzLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,42.15
214,"Onitsuka Tiger Mexico 66 TGRS Black (Women's)","Onitsuka Tiger",3500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTE4MC83MzUwZDczNGRjMjY3ZmRjMzA0YjkxZjY5OGYxOTc5Ni5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
215,"New Balance 574 Sea Salt (Women's)","New Balance",850000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExNTE1Ni80ZjdhY2Q3MzhlNGY1Y2YzZGMyZTUyMmRlM2MxNGU4OS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
216,"ON Running Cloudtilt Arctic Ice (Women's)","ON Running",2800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTkwOC9lNzY1MjBkMmY4ZTRiNDhlMzU4YWQ4M2EyNDBhMDRlOC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
217,"Air Jordan Hex Slides Cacao Wow (Women's)","Air Jordan",300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc0OTIwL2RlMTM5YmY2NmE3NGU1OTliM2IzODY4ZWUwZDgyMmUyLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",800000.0,62.5
218,"Nike Cortez Nylon Black White (Women's)","Nike",730000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY1NTQzLzhkMGZmYmRkZmQ4Njk3ZTNjMjJjMjE5MWI5ZDAyMmMwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1650000.0,55.76
219,"Air Jordan 1 Retro High OG Twist 2.0 Medium Grey (Women's)","Air Jordan",700000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzQxNTcxL2RlNWNjNjc1NmIyOWRjYWU1NTY2OGE5ZDg3OTFlNTZmLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2970000.0,76.43
220,"Air Jordan 4 Retro Cozy Girl Hemp Light Orewood Brown (Women's)","Air Jordan",3000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NDczNS8zOWIwOGRiMTZiMjI4NjgwMGJjOWQzY2ZhOWNlNDI5MC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",3547500.0,15.43
221,"ON Running Cloudmonster 3 White Frost (Women's)","ON Running",3900000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NDI3MC8zNjVhMTAzOTI4MjNhM2QxYWY5MWE4NTMwNTRkYzc0ZC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
222,"New Balance 2002R Beige Navy (Women's)","New Balance",1250000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwNzM3OC80MDY0Njc4OWU2ZTcwOWI5ZjJhMjdiMzg3MzBlNWRkZC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
223,"Adidas Samba OG Cream Earth Strata Maroon (Women's)","Adidas",2700000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MTMzMy8yY2U5MTQ4YTg4MzMyZGQzYzQ1ZjA0NDE1YmUzYzI3MS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
224,"New Balance Fuel Cell Rebel V5 Urgent Red White Silver (Women's)","New Balance",1800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNTkzOC9jOTFjMjVkNzAyZWFjMjgwOWIxOTQ1ZDcwMTliZmQ2MC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2310000.0,22.08
225,"Nike Wmns Revolution 6 Next Nature 'Dark Smoke Grey Metallic Copper'","Nike",350000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzg3OTA3LzU1NzVjMWE0YTcwMTY4NWVlZTVlNzVhMDEwZDNkYmQ5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
226,"Adidas Samba Jane Scarlet White Gum (Women's)","Adidas",1250000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMjkzOC83YTQwZTI2MDcyZTE2ZmJmNTE2MjNhMjk3YzZlNTM1Zi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
227,"Air Jordan 1 Low Black Guava Ice (Speckled Midsole) (Women's)","Air Jordan",1400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0Mjg5My80ZDUxNWFlMzAyMDJiMjIwZWE0YjM4ZWJkZmIyMDlhMS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,15.15
228,"Adidas Samba OG Hazy Green (Women's)","Adidas",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMjAxMi9hNDg0N2Y5NjRhNmIwMzY0ZDU3ZjM2NGUxMmIwYTA4Ny5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
229,"Air Jordan Hex Slides Team Gold (Women's)","Air Jordan",350000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc0OTIxL2M2ZjBjNTIwZWE4M2FhN2JkNjg5YzQzMzNmYWQyNTRkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
230,"ASICS Gel-Challenger 15 Cream Bright Rose (Women's)","ASICS",2450000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzOTY1NS8wMDRlMTVlNzRjNDA4N2Y0NTQ0ZTc0MjdkNzMwNzg5NS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
231,"Nike V2K Run Metallic Dark Grey Burgundy Crush (Women's)","Nike",1250000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTczMC9mODY5OGVmNjdiNzQzMTdjZWIwMDgxZWI4MzZmODUxYy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1815000.0,31.13
232,"On Running Cloudtilt Pearl Ice (Women's)","ON Running",3230000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMTgzNy83NmU5N2MwZDcyMWNjY2VhNmNmODllNGZhYTUxNDRhZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
233,"Puma Speedcat Wild Chocolate Warm White (Women's)","Puma",2370000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NjU5Mi82NmI3ODI4OTFjNDA4ODZjZGY5NjUzMTY3NTg1MjM0Mi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
234,"Adidas Taekwondo Mei Ballet Black White (Women's)","Adidas",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyNzg0OC8zZmFjYWMzYmY5NjAzMWQ3NDE5OWVjMTk0MzhjYTYwZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
235,"Nike Air Force 1 Low 07 Triple Black (Women's)","Nike",950000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMyMTUxLzRmYzNiM2JmY2NjMWVmMmM4MjViMmRkOTYzYTRlNTEwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1485000.0,36.03
236,"Nike Zoom Vomero 5 Sail Particle Pink (Women's)","Nike",2000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MDQwNi9jYjg2MWE4OTM3YzA0OGNjNDZlYjAxYzdjMThmNDZkOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2805000.0,28.7
237,"Nike Air Rift SE Light Soft Pink Ribbon (Women's)","Nike",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMzg0NC8zY2E2YTk1MGYxYTMyYjg2ODRiOWEyY2ZlM2UxZmRjOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2029500.0,26.09
238,"Air Jordan 1 High Zoom Air CMFT Patent Chicago (Women's)","Air Jordan",1000000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMwMTA4L2UyYzIyYzJhM2Y1YjU4MjNlYWRjNTAwNTE3MGQxMTI4LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2310000.0,56.71
239,"Nike Air Max Muse Black Metallic Silver (Women's)","Nike",2500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExOTUxNy9kZGRkM2E5ZmQzZmU1NTE4NTcwZGRmODNhZDc0MjMwYS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2640000.0,5.3
240,"Adidas Handball Spezial Maroon Cream White (Women's)","Adidas",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTkxNi9mYWNjOTZlYzNiNzdkZWJhODIzNjQ4ZDA3ZjFlYWM3Mi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1815000.0,3.58
241,"Adidas Handball Spezial Loafer Leopard (Women's)","Adidas",3100000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NDQ0NC85NDQ4OTNhMWU2MWNlMTY3OGNmMjIyZGZkMzMzZjQ3Ni5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
242,"Nike P-6000 White Gold Red (Women's)","Nike",1190000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzczNDkvZWE1ODcyZTctM2U3OS00YTViLWFkN2EtMmYxYTliNDgyZDYxLmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",1650000.0,27.88
243,"Nike Air Max Plus SE Night Maroon Metallic Silver (Women's)","Nike",3480000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MDU5OS82NGYxNDJmZTZkMTQ4ZGExYjI4OTA3Yzc4MWI4MGI0Yy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
244,"Nike Air Max 1 '86 OG Big Bubble Royal (Women's)","Nike",1200000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk4Mjg5L2YyZWJjOWUzNGFmMzgwNjg5MDE1ZDNiOGFiZjZjODNjLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2380000.0,49.58
245,"Nike Dunk Low Patent Halloween (Women's)","Nike",1650000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM5ODQyLzRiMjhhM2UyNTBlNjFiMzdlNDQyYmY4YzA2YTQzNTQ4LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
246,"Air Jordan 1 Mid Wolf Grey Aluminum (Women's)","Air Jordan",1170000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzI0MDE2LzcwMDMwODM3MGYwNGRlMDQxNzMyM2NhMTFjYTgxMDk0LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1897500.0,38.34
247,"Nike V5 RNR Red Sepia (Women's)","Nike",1550000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0NDI4NC8xNzFjMTZlZjAwZDk3YzBiYzk4MjNiYmY4M2I0NWI0Zi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
248,"ASICS Gel-Kayano 14 Cream Pepper (Women's)","ASICS",1800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExMDE2OS9lZjA2MGM4MzljY2M5MzNlYTY3ODEzNDI5YjJhYTkyOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
249,"Air Jordan 1 Mid SE Split Beach Cherrywood Red (Women's)","Air Jordan",860000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzQyMTE3LzNiNTNiNGRlZjJkMDc0OWVlZWY4MDM2NTFiNWM0NGE0LmpwZWciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2227500.0,61.39
250,"ASICS Gel-1130 Cloud Grey Oatmeal (Women's)","ASICS",2200000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE0MzA2NS85N2I5NzgxMmJlMDk5MTVmZDA4YmM4ODZiY2QxYzFjNC5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
251,"Nike Air Max Solo Triple Black (Women's)","Nike",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzc1NDYzLzJhMDY1YmQ1ZmY4YWExZDVmZjBjMDdkMGI4ZDM0ZmRmLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
252,"Nike Moon Shoe Soft Pearl Black (Women's)","Nike",2040000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1NTk2MC80N2JiMTliOGRjN2NjMTc3NjVlNjcwYTdkNmM2Yzc1Yi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
253,"Nike Air Force 1 Low '07 White Black (Women's)","Nike",750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMyNTA0LzU3ZmQzNWYxN2Q4MzFiNmIwMDdmZDA5YTJlZDljZDhkLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1650000.0,54.55
254,"Nike Zoom Vomero 5 Pearl White (Women's)","Nike",1300000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwOTUwMi9hZmM1NjhhZjFlYjgzNjI4MTVkYTBhOTk4ZGQ0M2JmMy5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
255,"Air Jordan 1 Low Pastel Purple (Women's)","Air Jordan",1770000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM3MDE1LzYxZjI4ZDUyMjk3YzNkZTg0ODU2YjgwY2I1ZWE1NGU5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1815000.0,2.48
256,"Nike Court Vision Low Next Nature Triple White (Women's)","Nike",580000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzMyNTkwLzI3ZjMxMTEyMTlkYjIyNmRkMmE4MWUxZWNkZTE0YzRmLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",990000.0,41.41
257,"Nike Dunk Low Summit White Photon Dust (Women's)","Nike",1400000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MTYxMi81NGIzZTE2MTcwY2Y5MTM3NThhOTgwZTNmNjBjZTdkZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",2062500.0,32.12
258,"Nike Zoom Vomero 5 Phantom Particle Beige (Women's)","Nike",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyOTUzMS8wMzM1Yzk3NTA1ODNkMTg1MWRjNGNmZWE3NmU5ZGFlOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
259,"Air Jordan 1 Low Aluminum (Women's)","Air Jordan",1500000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzM5NjQwL2Q4ZWUzYjQ4NWRmMTJlNTY0N2UxYTQwNWY1MzcxYjk5LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",1650000.0,9.09
260,"Air Jordan 1 Low SE White Glacier Blue (Women's)","Air Jordan",2080000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEwOTY0NC8zOWRlNGUxN2U4NDJmYTU1NjVkNDQ1ZWVhMTBmYzZkOS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
261,"Nike Waffle Debut Soft Pearl (Women's)","Nike",530000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzExOTg0NC82YTI2ZmE5OGY3MzkzNWM1ODc5YzRmNzYxNGVhNzllMi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
262,"Puma Speedcat Ballet SD Fresh Water Gum (Women's)","Puma",1750000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzE1MjA5Ni85YjQ5N2Y2NjdlZTViMzExNTNiNGMzOTMwNzc1YWRkNS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
263,"ON Running Cloudtilt Rock Ivory (Women's)","ON Running",3200000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEyMzUxNS8zZDBhY2ZlZDNkYmI2YzYwYzJlMmU1NDdkYWFiNzZiYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
264,"Nike Air Rift Breathe (Women's)","Nike",2990000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzY4NTAyLzZkNWFiZTQ0OTQ5YTkzZDViOTg0MDFkOGU3ZWYzYjcwLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
265,"Puma Palermo Moda Surrealc Midnight Plum Gum (Women's)","Puma",850000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzNDkwMi9hY2QzZmYyMmVkY2JkMzU0OGJjMDcwOThiMDQ0MTI1Zi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
266,"Nike Air Rift Breathe Black (Women's)","Nike",1550000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMzcwMS8yNDAzOTc4MGY2ODMwZDFhN2MwOTdjZGM3ODY2ODNiYi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
267,"Air Jordan 1 Retro High Court Purple (Women's)","Air Jordan",800000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzIyNzMyLzEwODQ3MDNhYTg2Y2ExMDdmOTUxMmM2NzUwMDRkMjA4LnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",2805000.0,71.48
268,"Puma Speedcat Ballet White Alpine Snow (Women's)","Puma",1600000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzEzMTI5OC9lZmY4ZTg3M2E5OTAyMzM0NjA0ZWM2ODk3YWVjOWJhZi5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjQwMH19fQ==",NULL,NULL
269,"On Running Cloud 5 All White (Women's)","ON Running",1900000.0,"https://cdn-old.kickavenue.com/eyJidWNrZXQiOiJraWNrYXZlbnVlLWFzc2V0cyIsImtleSI6InByb2R1Y3RzLzk2ODkwLzMzMjlmNzgzZGZiYzI3OWE1NDNhZDEzNzE1YzEyOWUxLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6NDAwfX19",NULL,NULL
